Municipality,Year,Value
Portugal,2008,10563014
Portugal,2009,10573479
Portugal,2010,10572721
Portugal,2011,10542398
Portugal,2012,10487289
Portugal,2013,10427301
Portugal,2014,10374822
Portugal,2015,10341330
Portugal,2016,10309573
Portugal,2017,10291027
Portugal,2018,10276617
Portugal,2019,10295909
