Municipality,Year,DVASA,Fertility,Population,Population100,Men65,Monthly_Gain,Wage_Gap,Middle_Aged_Women,Unemployment_Total,Unemployment_Male,Unemployment_Female,Marriages,Elderly_Dependency,Youth_Dependency,Female_Doctors,Total_Doctors,Mental_Health,SS_Pensions,GER,GER_Men,GER_Women,Divorces
Miranda do Corvo,2015,0.20993701889433167,0.89,12861,128.61,8.801803903273463,791.3,88.38120104438642,21.794572739289325,3.950703677785553,1.913537049996112,2.037166627789441,0.24103879947126972,32.7,17.6,40.0,0.19438612860586266,8.0,0.9,58.9,52.2,67.3,112.9
Montemor-o-Velho,2015,0.19471921489212557,1.14,25678,256.78,10.051405872731522,844.5,84.88104374520337,21.469740634005763,4.824363268167303,2.0971259443881927,2.7272373237791108,0.3699665082950386,36.2,19.2,52.72727272727273,0.21419113638133813,5.454545454545454,0.8,68.3,73.6,63.3,53.7
Oliveira do Hospital,2015,0.13510808646917533,1.07,19984,199.84,10.658526821457166,778.9,82.20844543221429,20.226180944755804,5.083066453162529,2.4299439551641315,2.6531224979983987,0.28022417934347477,39.9,18.3,39.285714285714285,0.14011208967173738,0.0,0.9,109.8,112.9,106.5,73.2
Pampilhosa da Serra,2015,0.024137098720733767,0.68,4143,41.43,16.389090031378228,791.9,89.96572509159674,15.858073859522085,3.157132512671977,1.66545981173063,1.4916727009413469,0.24137098720733768,77.8,14.2,100.0,0.024137098720733767,0.0,1.8,18.6,16.2,21.2,70.0
Penacova,2015,0.18056809500659768,1.25,14399,143.99,10.59795819154108,843.2,82.70718232044199,19.69581220918119,3.5308007500520864,1.8841586221265365,1.6473366205986526,0.21529272866171262,42.4,17.5,61.11111111111112,0.12500868115841376,0.0,0.9,70.6,61.0,78.7,93.5
Penela,2015,0.10691375623663578,1.19,5612,56.12,12.134711332858162,854.1,77.07291112293774,18.88809693513899,3.7437633642195296,1.7872416250890948,1.9565217391304348,0.1781895937277263,50.0,19.7,55.55555555555556,0.1603706343549537,0.0,1.2,35.2,42.5,26.7,130.0
Soure,2015,0.18860597991901037,1.05,18027,180.27,12.037499306595661,851.4,76.48670590623098,19.11022355355855,3.8858379098019635,1.7396128030176956,2.146225106784268,0.2107949187330116,48.0,18.5,61.53846153846154,0.14422810229100794,3.8461538461538463,1.2,82.0,84.9,78.6,97.4
Tábua,2015,0.10233668770254135,1.14,11726,117.26,9.645232815964523,746.2,87.03819661865998,20.62937062937063,4.751833532321338,2.363124680197851,2.3887088521234863,0.13644891693672181,36.5,19.5,46.66666666666666,0.1279208596281767,0.0,1.0,64.7,57.4,71.6,200.0
Vila Nova de Poiares,2015,0.1559177888022679,0.97,7055,70.55,7.342310418143161,867.9,80.18018018018017,23.245924875974485,4.92983699503898,2.2494684620836285,2.6817859673990077,0.19844082211197733,27.5,20.0,71.42857142857143,0.09922041105598867,0.0,0.7,73.0,77.9,68.5,135.7
Alandroal,2015,0.018667164457718873,1.48,5357,53.57,12.152324061974985,827.6,95.17703799552991,17.920477879410118,5.195071868583162,2.3595295874556657,2.8355422811274966,0.2800074668657831,50.1,17.7,16.666666666666668,0.11200298674631323,0.0,1.3,103.14839516996386,94.7184103141102,112.17066958099608,40.0
Arraiolos,2015,0.15477698044181795,0.87,7107,71.07,11.059518784297172,870.7,75.19708914493633,19.741100323624597,4.738989728436753,2.53552835232869,2.2048684395666247,0.18291824961305755,43.4,18.8,50.0,0.1125650766849585,0.0,1.0,105.3,102.7,108.4,69.2
Borba,2015,0.08529997156667614,1.27,7034,70.34,11.785612738129087,889.0,83.00165837479271,19.604776798407734,5.326983224338925,2.6116007961330676,2.715382428205857,0.18481660506113165,43.7,18.6,25.0,0.17059994313335228,0.0,1.1,8.7,8.6,8.9,84.6
Estremoz,2015,0.14279272508642718,1.32,13306,133.06,12.099804599428829,870.3,82.64801766747293,19.57011874342402,5.263790771080715,2.4620471967533444,2.801743574327371,0.24049301067187734,47.8,17.9,54.16666666666666,0.180369758003908,0.0,1.0,164.9,148.9,185.2,53.1
Évora,2015,0.2590673575129534,1.29,53654,536.54,8.996533343273567,1037.3,83.31103380608332,21.439221679651098,5.318895142952996,2.6365229060275097,2.6825586163193798,0.30938979386439036,33.5,21.6,50.72463768115942,0.7716106907220338,1.207729468599034,0.8,184.4,193.2,175.4,65.1
Montemor-o-Novo,2015,0.15928444526128777,1.34,16323,163.23,12.332291858114317,896.5,85.62473882156289,18.78943821601421,3.7940329596275193,1.8611774796299703,1.9328554799975497,0.20829504380322245,48.8,18.5,40.0,0.15315812044354593,0.0,1.1,82.6,75.0,90.4,102.9
Mora,2015,0.1784121320249777,1.14,4484,44.84,13.180196253345228,819.8,79.35839274141284,17.32827832292596,4.259589652096342,1.9803746654772523,2.27921498661909,0.11150758251561105,54.2,16.9,66.66666666666667,0.13380909901873325,0.0,1.3,40.5,32.4,52.0,160.0
Mourão,2015,0.039541320680110716,1.27,2529,25.29,9.134045077105576,791.6,95.27335554732817,18.505338078291814,9.572953736654805,3.91063661526295,5.662317121391855,0.2372479240806643,35.1,22.4,0.0,0.039541320680110716,0.0,1.2,10.3,14.6,6.1,83.3
Portel,2015,0.0982961992136304,1.42,6104,61.04,11.46788990825688,846.9,84.47751466434933,18.594364351245087,5.050786369593709,2.347640891218873,2.7031454783748363,0.11467889908256881,45.6,20.3,33.333333333333336,0.0982961992136304,0.0,1.1,9.8,13.5,4.4,85.7
Redondo,2015,0.19551812302601895,1.2,6649,66.49,10.49781922093548,844.2,88.81825405834942,20.22860580538427,5.1616784478869,2.2243946458114006,2.9372838020755005,0.13535870055647467,39.4,20.7,57.142857142857146,0.10527898932170252,0.0,0.9,72.0,77.0,66.0,155.6
Reguengos de Monsaraz,2015,0.31844060600212293,1.62,10363,103.63,9.765511917398436,854.9,83.27991452991454,19.289780951461932,6.308983884975393,2.926758660619512,3.3812602528225417,0.18334459133455563,38.8,21.6,45.45454545454545,0.10614686866737431,9.090909090909092,1.0,121.6,111.0,134.7,89.5
Vendas Novas,2015,0.3468007629616785,1.51,11534,115.34,11.626495578290273,1004.0,75.2295985305694,19.646263221779087,3.4471995838390845,1.5675394485867868,1.8796601352522977,0.16473036240679728,45.3,21.7,43.75,0.1387203051846714,0.0,0.9,127.0,120.9,133.0,126.3
Viana do Alentejo,2015,0.24459078080903104,1.32,5315,53.15,9.219190968955786,812.1,86.2021544808618,21.14769520225776,4.904985888993415,2.2351834430856066,2.6698024459078082,0.18814675446848542,36.4,20.9,50.0,0.07525870178739417,0.0,1.0,75.7,66.0,86.9,90.0
Vila Viçosa,2015,0.08764241893076248,1.03,7987,79.87,9.903593339176162,979.2,75.85851969682791,20.821334668836858,4.755227244271942,2.132214849129836,2.623012395142106,0.15024414673844996,35.1,18.4,33.333333333333336,0.22536622010767496,0.0,0.9,179.1,178.5,179.5,108.3
Albufeira,2015,0.33451445845826006,1.61,40357,403.57,6.977723814951557,883.6,85.61995597945707,23.220259186758184,6.064871026092128,2.884505785861189,3.180365240230939,0.7012414203236118,23.4,24.6,51.80722891566265,0.2056644448298932,0.0,0.3,117.7,113.9,121.9,38.9
Alcoutim,2015,0.040290088638195005,1.87,2482,24.82,20.386784850926674,834.3,85.59982438810229,12.610797743755036,2.5866236905721194,1.5350523771152298,1.0515713134568896,0.6446414182111201,94.0,14.1,50.0,0.24174053182917002,0.0,1.9,22.4,27.0,14.3,6.3
Aljezur,2015,0.07123775601068566,1.43,5615,56.15,14.033837934105076,780.4,89.93968636911941,17.73820124666073,3.8931433659839714,2.1264470169189673,1.7666963490650045,0.3561887800534283,54.5,23.0,70.0,0.17809439002671415,0.0,0.8,103.14839516996386,94.7184103141102,112.17066958099608,30.0
Castro Marim,2015,0.17054263565891473,1.25,6450,64.5,12.806201550387597,772.1,93.10301820902968,19.100775193798448,4.961240310077519,2.643410852713178,2.317829457364341,0.8062015503875969,45.5,18.4,50.0,0.18604651162790697,0.0,0.8,103.14839516996386,94.7184103141102,112.17066958099608,23.1
Faro,2015,0.30646192169652076,1.59,61019,610.19,8.68090266966027,1083.0,82.6002859305357,21.847293465969617,4.797358199904948,2.487585833920582,2.3097723659843656,0.3720152739310706,31.5,23.5,43.41880341880342,0.9587177764302921,1.709401709401709,0.5,174.6,168.1,181.5,63.9
Lagoa,2015,0.2545310922894633,1.54,22787,227.87,8.680387940492386,911.5,89.14060064428973,21.507877298459647,5.909070961513144,3.029358844955457,2.8801509632685303,0.30719269759073153,30.3,22.9,37.5,0.3159696318076096,1.3888888888888888,0.5,55.0,57.6,52.4,82.9
Lagos,2015,0.18844629280655015,1.34,30778,307.78,8.704269283254273,869.6,91.1690588364194,20.787575540970824,4.731626486451361,2.5368769900578334,2.195074403794919,0.5425953603223082,31.3,24.0,48.86363636363637,0.28591851322373124,1.1363636363636365,0.5,111.2,109.9,112.5,40.1
Loulé,2015,0.2102141016226801,1.5,69453,694.53,8.852029429974227,942.4,85.22693562741027,21.58006133644335,4.681295264423423,2.35180625746908,2.329345024692958,0.33691849164182974,31.2,23.5,50.617283950617285,0.23325126344434366,1.2345679012345678,0.5,98.6,95.6,101.7,57.7
Monchique,2015,0.09130752373995618,1.23,5476,54.76,15.412710007304602,744.6,93.02355682112348,17.42147552958364,5.235573411249087,2.909057706355004,2.3265157048940837,0.21913805697589483,59.6,15.8,50.0,0.10956902848794742,0.0,1.1,10.5,16.7,5.0,50.0
Olhão,2015,0.3226305438313482,1.38,45253,452.53,8.297792411552825,866.6,86.51539708265803,22.05378648929353,4.740017236426315,2.381720548913884,2.3585176673369723,0.20993083331491835,29.4,24.9,51.08695652173913,0.2033014385786578,1.0869565217391304,0.6,84.3,82.2,86.4,93.7
Portimão,2015,0.22366925810350116,1.66,55439,554.39,8.189180901531413,937.4,85.20779988181998,21.730189938490955,6.726131423726979,3.309403127762045,3.416908674398889,0.24531467017803352,29.5,26.0,39.56386292834891,0.5790147729937409,1.8691588785046729,0.5,174.6,179.6,169.7,94.1
São Brás de Alportel,2015,0.3120567375886525,1.79,10575,105.75,9.24822695035461,861.5,88.22107460718603,21.030732860520093,3.8052009456264773,1.9650118203309694,1.8411347517730496,0.7565011820330969,33.7,22.4,31.428571428571427,0.3309692671394799,0.0,0.6,82.5,92.4,72.4,26.3
Silves,2015,0.22710482392535639,1.41,36547,365.47,10.214244671245245,868.0,90.35879374862424,19.81284373546392,3.9642104687115216,1.894820368292883,2.0693901004186386,0.18058937806112677,37.0,22.4,44.44444444444444,0.1231291214053137,0.0,0.6,67.1,65.3,69.1,112.1
Tavira,2015,0.20853826480424945,1.13,25415,254.15,11.46960456423372,837.5,90.72094609961336,20.19673421207948,3.616761754869172,1.8241196144009444,1.7926421404682276,0.21247294904583908,42.2,21.8,42.62295081967213,0.24001573873696636,0.0,0.7,112.2,110.1,114.3,105.6
Vila do Bispo,2015,0.019208605455243947,1.67,5206,52.06,11.832500960430274,895.5,90.06362672322375,19.227814060699192,3.4268152132155203,1.7326162120630042,1.6961198616980406,0.9028044563964656,42.4,19.9,0.0,0.057625816365731844,0.0,0.6,103.14839516996386,94.7184103141102,112.17066958099608,14.9
Vila Real de Santo António,2015,0.26733763170309793,1.36,19077,190.77,8.481417413639461,836.7,81.33707743816827,21.072495675420665,5.998322587408921,2.900875399695969,3.0969229962782405,0.2725795460502175,31.8,23.6,40.0,0.20967657388478272,0.0,0.7,118.0,118.6,117.4,69.2
Aguiar da Beira,2015,0.01984126984126984,0.76,5040,50.4,11.686507936507937,724.8,87.83137204189836,20.11904761904762,3.998015873015873,1.976190476190476,2.021825396825397,0.4166666666666667,43.1,14.4,57.142857142857146,0.1388888888888889,0.0,1.3,82.4,74.5,93.1,33.3
Almeida,2015,0.12652222046496917,0.85,6323,63.23,14.992883125098846,758.4,85.99487617421008,17.365174758817016,2.7850703779851336,1.5119405345563814,1.2731298434287521,0.06326111023248458,62.6,11.3,25.0,0.25304444092993833,0.0,1.4,88.8,89.5,88.0,100.0
Celorico da Beira,2015,0.34501794093292854,0.97,7246,72.46,11.592602815346398,735.0,81.64029472158474,17.9547336461496,5.665194590118687,2.8843499861992825,2.780844603919404,0.31741650565829427,49.8,18.9,0.0,0.027601435274634285,0.0,1.0,83.6,82.1,85.5,60.9
Figueira de Castelo Rodrigo,2015,0.25346400811084824,1.43,5918,59.18,13.12943562014194,740.4,91.07097104791184,16.998986143967556,4.0419060493409935,2.1865495099695846,1.8553565393714093,0.3041568097330179,55.3,19.6,58.333333333333336,0.2027712064886786,0.0,1.3,60.7,57.3,64.3,27.8
Fornos de Algodres,2015,0.06255212677231026,1.22,4796,47.96,11.196830692243536,730.5,85.08517350157729,19.933277731442868,3.957464553794829,2.1392827356130106,1.8181818181818181,0.3127606338615513,45.1,16.1,50.0,0.25020850708924103,0.0,1.3,89.0,89.6,88.4,46.7
Gouveia,2015,0.20588683849321338,1.2,13114,131.14,13.15388134817752,794.1,89.70832345269149,17.46225407960958,4.340399572975447,2.0764068933963706,2.263230135732805,0.26689034619490626,56.8,16.4,48.14814814814815,0.20588683849321338,0.0,1.5,120.1,128.3,112.4,45.7
Guarda,2015,0.22616000198821978,1.1,40237,402.37,8.867460297735915,940.4,82.51617964306728,21.42555359494992,4.978750900912096,2.3157790093694857,2.663220419017322,0.3429679151030146,33.0,19.2,48.24561403508772,0.5666426423441111,2.192982456140351,0.8,157.0,153.8,160.3,68.1
Manteigas,2015,0.37511722413254145,0.89,3199,31.99,11.56611441075336,734.6,91.2050849656246,18.099406064395122,7.183494842138169,3.016567677399187,4.166927164738982,0.31259768677711786,43.2,13.5,33.333333333333336,0.18755861206627072,0.0,1.6,109.3,190.3,76.3,70.0
Mêda,2015,0.1874219075385256,1.29,4802,48.02,13.869221157850895,794.5,84.33707085886024,16.15993336109954,2.292794668887963,1.0266555601832568,1.2661391087047063,0.3123698458975427,62.7,16.3,60.0,0.10412328196584755,0.0,1.5,58.2,52.5,64.7,33.3
Pinhel,2015,0.08905710787042191,0.97,8983,89.83,13.547812534787933,748.0,89.91339786041772,17.44406100411889,3.188244461761104,1.13770455304464,2.051653122564845,0.12245352332183013,56.7,17.1,26.666666666666668,0.1669820772570411,0.0,1.4,84.1,63.9,106.8,100.0
Sabugal,2015,0.11315171033162155,1.01,11489,114.89,15.310296805640178,782.5,90.83756959573952,15.040473496387849,3.1917486291235093,1.5388632605100532,1.6520149708416747,0.1653755766385238,72.6,14.1,46.15384615384615,0.11315171033162155,7.6923076923076925,1.4,80.0,75.4,85.2,42.1
Seia,2015,0.32577478674611,1.16,23329,233.29,11.054910197608127,797.3,83.41340654312513,19.22499892837241,4.5192678640318915,2.3168588452141115,2.2024090188177805,0.368639890265335,42.0,16.1,60.71428571428572,0.24004457970766,0.0,1.3,149.6,133.3,168.0,46.5
Trancoso,2015,0.24612092027822363,0.81,9345,93.45,12.520064205457464,822.1,88.33198286838754,18.855002675227393,3.0155163188871055,1.3418940609951846,1.6725521669341894,0.3424291064740503,50.3,15.4,50.0,0.19261637239165327,0.0,1.1,141.6,150.0,131.6,21.9
Vila Nova de Foz Côa,2015,0.35335689045936397,1.12,6792,67.92,13.000588928150766,848.3,80.66124661246613,17.152532391048293,4.581861012956419,1.9611307420494697,2.6207302709069493,0.19140164899882214,53.8,16.5,55.55555555555556,0.13250883392226148,0.0,1.2,85.5,75.7,100.0,92.3
Alcobaça,2015,0.12531100739153334,1.08,55063,550.63,9.289359460981059,877.3,79.0261404407996,21.132157710259158,3.42135372210014,1.5994406407206292,1.8220946915351506,0.2197482883242831,32.8,19.5,46.96969696969697,0.11986270272233623,1.5151515151515151,0.8,95.3,93.8,97.0,92.6
Alvaiázere,2015,0.10152284263959391,1.18,6895,68.95,12.501812907904279,811.9,83.55073300242411,17.592458303118203,4.378535170413342,1.9332849891225528,2.4467005076142128,0.15953589557650472,55.8,16.8,62.5,0.1160261058738216,0.0,1.6,97.9,93.9,102.2,72.7
Ansião,2015,0.10338794337521871,0.98,12574,125.74,10.831875298234452,803.0,80.63205417607223,19.898202640369014,4.8862732622872596,2.0844599968188326,2.801813265468427,0.19882296802926674,43.0,18.1,50.0,0.11134086209638938,0.0,1.1,137.3,142.8,130.7,72.0
Batalha,2015,0.20199469763918698,1.21,15842,158.42,8.307031940411564,932.7,77.54564092551011,21.815427345032194,3.029920464587805,1.3817699785380635,1.6481504860497416,0.4734250725918445,29.8,21.9,70.0,0.06312334301224594,0.0,0.6,69.1,73.0,65.3,44.0
Bombarral,2015,0.15787811809283234,1.05,12668,126.68,10.072623934322703,832.1,89.00249943194729,19.932112409220082,3.7480265235238397,1.670350489422166,2.0776760341016733,0.3473318598042311,35.9,20.2,55.0,0.15787811809283234,0.0,0.8,73.1,70.2,75.8,63.6
Caldas da Rainha,2015,0.12223041403127548,1.1,51542,515.42,8.808350471460168,899.2,81.27826349110642,21.572697993869077,4.1408948042373215,1.8464553179930931,2.294439486244228,0.27744363819797446,32.5,20.9,54.06976744186046,0.3337084319584029,0.5813953488372093,0.7,155.2,153.6,156.7,101.4
Castanheira de Pêra,2015,0.24991074616208495,1.05,2801,28.01,13.816494109246698,909.3,83.63027857072547,16.744019992859695,7.043912888254195,3.4344876829703677,3.6094252052838267,0.32131381649410923,57.8,15.6,50.0,0.07140307033202427,0.0,1.8,103.14839516996386,94.7184103141102,112.17066958099608,33.3
Figueiró dos Vinhos,2015,0.22371364653243847,1.23,5811,58.11,12.459129237652727,771.3,86.17034092278038,17.34641197728446,6.324212700051627,2.688005506797453,3.6362071932541733,0.2925486146962657,53.1,16.9,45.45454545454545,0.18929616245052486,0.0,1.5,143.8,122.0,169.0,47.1
Leiria,2015,0.2115796088163473,1.18,125721,1257.21,8.090931507067236,1004.5,77.1390134529148,22.32483037837752,3.7153697472975873,1.611186675257117,2.1041830720404704,0.3253235338567145,27.9,21.2,55.71428571428572,0.3340730665521273,2.142857142857143,0.6,114.7,111.2,118.4,77.3
Marinha Grande,2015,0.20977391034107684,1.11,38613,386.13,9.007329137855127,1220.0,70.76618810430706,22.039209592624246,4.4738818532618545,1.865174941082019,2.608706912179836,0.2641597389480227,31.9,22.0,56.66666666666666,0.0776940408670655,0.0,0.7,131.0,129.4,132.5,96.1
Nazaré,2015,0.18721397864373873,1.47,14422,144.22,9.048675634447372,787.8,85.29480307620601,20.59353765081126,3.969629732353349,1.743170156705034,2.2264595756483154,0.5339065316876993,33.6,21.8,52.94117647058823,0.11787546803494661,0.0,0.8,84.7,81.5,88.4,41.6
Óbidos,2015,0.13778849466069581,1.4,11612,116.12,10.248019290389253,909.9,82.41880169457333,20.392697209782984,3.841715466758526,1.8196693076128143,2.0220461591457113,0.5856011023079573,37.5,21.7,66.66666666666667,0.12917671374440234,0.0,0.8,48.3,47.9,48.8,38.2
Pedrógão Grande,2015,0.2807411566535654,0.96,3562,35.62,12.605277933745088,767.4,91.3724017029802,17.574396406513195,5.202133632790567,2.0578326782706347,3.1443009545199327,0.1403705783267827,54.8,20.0,0.0,0.05614823133071309,0.0,1.6,172.2,177.4,167.7,20.0
Peniche,2015,0.07779506557012669,1.46,26994,269.94,8.85752389419871,845.3,79.84537174327473,20.760168926428094,4.549529525079647,2.343113284433578,2.2064162406460697,0.2593168852337557,32.8,22.8,35.294117647058826,0.12595391568496703,2.9411764705882355,0.8,74.3,65.9,83.6,64.3
Pombal,2015,0.13991493172151334,1.18,53604,536.04,9.857473322886351,905.4,80.54261996355538,20.173867621819266,3.457204686217447,1.562569957465861,1.894634728751586,0.26304007163644505,37.4,20.2,53.92156862745098,0.19028430714125813,0.9803921568627452,0.8,104.0,106.6,101.4,97.9
Porto de Mós,2015,0.19754539340954944,1.34,23792,237.92,9.229993275050438,954.8,78.48909212155854,20.63718897108272,3.8449899125756555,1.789256893073302,2.055733019502354,0.1723268325487559,33.4,20.8,40.90909090909091,0.09246805648957633,0.0,0.8,93.5,82.0,105.3,148.8
Alenquer,2015,0.10895771513353116,1.46,43136,431.36,7.919139465875371,1072.8,77.3292191651667,22.09987017804154,3.4388909495548963,1.5425630563798218,1.8963278931750742,0.3407826409495549,28.1,24.4,64.40677966101696,0.136776706231454,0.0,0.6,87.7,79.7,96.6,66.0
Amadora,2015,0.2462580104617196,1.64,176644,1766.44,9.170421865446887,1283.6,77.56019928037642,21.003260795724735,5.00503838228301,2.5050949933198976,2.499943388963112,0.22361359570661896,35.0,24.1,56.47279549718574,0.3017368266117162,1.3133208255159474,0.7,157.1,176.3,138.1,85.6
Arruda dos Vinhos,2015,0.15889464594127806,1.17,14475,144.75,8.103626943005182,904.1,82.67943569148389,21.706390328151986,2.8856649395509497,1.1924006908462867,1.6932642487046632,0.26252158894645944,29.1,26.7,56.0,0.17271157167530224,4.0,0.5,127.1,121.3,134.4,89.5
Azambuja,2015,0.1848178867652362,1.35,22184,221.84,9.263433104940498,1121.1,75.80184185455701,18.62603678326722,3.0440858276235123,1.382077172737108,1.6624594302199784,0.27497295347998557,31.9,20.6,61.90476190476191,0.09466282005048683,4.761904761904762,0.7,59.1,63.3,55.1,100.0
Cadaval,2015,0.12288564406534624,1.13,13834,138.34,11.312707821309816,864.5,81.76853602184414,18.714760734422438,3.656209339308949,1.6647390487205436,1.9921931473182017,0.1156570767673847,43.7,21.9,50.0,0.04337140378776926,0.0,0.9,40.3,38.4,42.2,143.8
Cascais,2015,0.21106573937184173,1.49,210361,2103.61,7.810383103331891,1151.9,90.48485851398311,21.901398072836695,4.6240985734047655,2.193847718921283,2.430250854483483,0.2400635098711263,29.9,25.4,52.55474452554745,0.7163875433183907,1.7252820172528205,0.6,108.7,106.8,110.7,114.3
Lisboa,2015,0.27910424979830356,2.03,504471,5044.71,10.631334605953564,1548.9,78.24862005519779,18.94796727661253,5.412719462565737,2.795145806200951,2.617573656364786,0.5457201702377342,49.2,26.1,54.63045414069457,1.7808754120653119,3.472840605520926,0.8,287.7,295.2,280.0,38.1
Loures,2015,0.2574440180696556,1.56,205870,2058.7,8.732695390294847,1138.5,81.35675939482674,21.29839218924564,4.712779909651723,2.3452664302715305,2.3675134793801917,0.2618157089425366,31.7,24.4,55.39906103286385,0.31039005197454705,2.0344287949921758,0.7,65.3,67.2,63.5,88.5
Lourinhã,2015,0.15997502828826718,1.26,25629,256.29,8.517694798860665,839.0,81.66921564343457,21.354715361504546,3.81520933317726,1.666081392172929,2.1491279410043305,0.362870186117289,29.6,22.5,62.85714285714285,0.13656404853876467,2.857142857142857,0.7,68.5,65.8,71.0,71.0
Mafra,2015,0.1403106355461744,1.25,81961,819.61,6.744671246080453,893.9,90.88349935036813,23.11221190566245,3.3452495699174,1.5607423042666635,1.7845072656507361,0.39530996449530875,23.6,27.8,51.829268292682926,0.2000951672136748,1.2195121951219512,0.5,76.5,76.7,76.2,56.2
Odivelas,2015,0.23565666636454274,1.59,154462,1544.62,8.088073442011627,894.0,91.07411385606876,22.437881161709676,4.440833344123474,2.267483264492238,2.1733500796312364,0.29477926201585464,29.6,24.3,55.50561797752809,0.2880967487148943,2.02247191011236,0.5,101.3,102.8,99.8,55.976307235164796
Oeiras,2015,0.26537593963274275,1.51,173339,1733.39,9.411615389496882,1732.5,73.77007521854036,21.017774418913227,3.7337817802110314,1.8050756032975845,1.9287061769134468,0.21691598543893756,36.8,25.5,57.301293900184845,0.9363155435303077,2.402957486136784,0.6,110.8,119.4,101.6,112.8
Sintra,2015,0.14901142682362536,1.48,382521,3825.21,6.7136183372939,1160.7,80.05350538988118,23.184348048865292,4.30792034947101,2.0460314597107088,2.261888889760301,0.24521529536940456,23.4,24.9,57.99782372143634,0.24024824780861703,1.4145810663764962,0.5,87.1,88.3,85.9,98.7
Sobral de Monte Agraço,2015,0.23460410557184752,1.05,10230,102.3,7.526881720430108,845.1,88.64633734668617,22.052785923753667,3.3655913978494625,1.76930596285435,1.5962854349951126,0.41055718475073316,26.3,23.3,53.333333333333336,0.1466275659824047,0.0,0.6,41.0,33.5,48.6,54.8
Torres Vedras,2015,0.16457987821089012,1.31,78989,789.89,8.808821481472103,936.4,84.63601152050849,21.60427401283723,4.197419893909278,2.0435756877539912,2.1538442061552874,0.32915975642178025,31.1,22.5,56.89655172413793,0.22028383698996062,0.0,0.6,128.3,121.3,135.7,77.3
Vila Franca de Xira,2015,0.2190393559674001,1.36,140614,1406.14,6.888361045130641,1126.7,80.95590046809559,23.2523077360718,3.9745686773720963,1.948952451391753,2.025616225980343,0.20908302160524556,23.2,24.4,62.5,0.1593013497944728,1.3392857142857142,0.5,114.7,131.7,98.3,115.3
Alter do Chão,2015,0.21160822249093109,1.21,3308,33.08,13.391777509068923,813.9,76.23878684322939,18.712212817412333,5.689238210399033,2.8174123337363968,2.871825876662636,0.5441354292623942,50.5,18.1,50.0,0.12091898428053205,0.0,1.5,184.9,200.0,167.5,50.0
Arronches,2015,0.20080321285140562,1.03,2988,29.88,12.85140562248996,796.2,96.98802616960867,19.812583668005356,4.695448460508702,2.5635876840696117,2.13186077643909,0.30120481927710846,52.5,13.0,50.0,0.2677376171352075,0.0,1.3,103.14839516996386,94.7184103141102,112.17066958099608,33.3
Avis,2015,0.3191246865739686,2.06,4387,43.87,12.742192842489173,840.8,78.53788687299894,17.848187827672668,5.299749259174835,2.6077045817187146,2.69204467745612,0.22794620469569182,47.6,16.0,0.0,0.06838386140870754,0.0,1.3,108.3,135.6,92.1,40.0
Campo Maior,2015,0.206963720477234,1.38,8214,82.14,8.826393961529096,1185.3,78.32365525672371,20.489408327246164,5.982468955441928,2.887752617482347,3.0959337716094475,0.34088142196250304,32.9,23.7,30.357142857142858,0.6817628439250061,0.0,0.7,89.7,87.5,91.9,82.1
Castelo de Vide,2015,0.16046213093709885,1.35,3116,31.16,13.254172015404365,795.1,87.80516431924883,20.282413350449293,4.605263157894737,2.2560975609756095,2.349165596919127,0.25673940949935814,50.0,15.6,50.0,0.25673940949935814,0.0,1.3,6.1,5.2,7.5,75.0
Crato,2015,0.2664298401420959,0.92,3378,33.78,13.617525162818236,715.0,86.68293309361756,18.91651865008881,5.597986974541148,2.4363528715216103,3.161634103019538,0.08880994671403197,58.5,15.9,33.333333333333336,0.08880994671403197,0.0,1.5,101.9,81.3,120.0,133.3
Elvas,2015,0.3476890269343099,1.22,21571,215.71,9.58694543600204,852.7,84.95459021774812,20.694450883130127,7.8582355940846496,3.6929210514116173,4.165314542673033,0.2874229289323629,35.9,21.5,31.932773109243698,0.5516665894024384,0.0,0.8,110.8,109.8,111.9,75.8
Fronteira,2015,0.2914507772020726,1.05,3088,30.88,11.172279792746114,820.1,87.8191856452726,20.110103626943005,5.903497409326426,2.503238341968912,3.400259067357513,0.09715025906735751,44.2,19.5,50.0,0.1295336787564767,0.0,1.2,41.9,73.3,25.0,133.3
Gavião,2015,0.2194787379972565,1.14,3645,36.45,14.595336076817558,765.4,67.91919614821018,16.625514403292183,5.426611796982168,2.9382716049382713,2.4883401920438954,0.3566529492455418,67.2,14.5,0.0,0.05486968449931413,0.0,1.9,16.0,23.8,9.6,30.8
Marvão,2015,0.21671826625387,0.77,3230,32.3,14.055727554179567,727.4,88.1041371310736,17.24458204334365,3.575851393188855,1.8978328173374615,1.6780185758513935,0.09287925696594428,56.1,17.2,66.66666666666667,0.18575851393188855,0.0,1.4,103.14839516996386,94.7184103141102,112.17066958099608,133.3
Monforte,2015,0.09668063164679343,1.33,3103,31.03,10.763776990009669,944.9,79.18208558686781,20.657428295198194,6.667740895907187,3.37737673219465,3.293586851434096,0.22558814050918466,42.2,23.7,0.0,0.16113438607798905,0.0,1.4,103.14839516996386,94.7184103141102,112.17066958099608,85.7
Nisa,2015,0.10527898932170252,1.17,6649,66.49,14.51346067077756,769.2,80.91428571428571,16.513761467889907,3.978041810798617,1.9657091291923596,2.012332681606257,0.10527898932170252,64.3,16.8,33.333333333333336,0.13535870055647467,0.0,1.7,71.4,61.7,80.6,85.7
